125492,AMELIA PERDOMO DE GARCIA,41885,YAGUARÁ,HUILA,A,OFICIAL,COMPLETA,21,49,48,42,47,45,8,9,8,9,7,20214
148601,NUESTRA SEÑORA DEL ROSARIO (sede principal),19450,MERCADERES,CAUCA,A,OFICIAL,MAÑANA,50,45,42,37,42,37,8,9,8,6,6,20214
047266,I.E. DE BOYACA - SEDE PRINCIPAL,15104,BOYACÁ,BOYACA,A,OFICIAL,MAÑANA,31,51,49,45,49,42,10,10,11,8,9,20214
103937,INSTITUTO LUIS CARLOS GALAN SARMIENTO DEL SUR,68547,PIEDECUESTA,SANTANDER,A,OFICIAL,MAÑANA,88,53,50,47,49,47,9,10,11,8,9,20214
140376,INSTITUCIÓN EDUCATIVA SAN JORGE,17001,MANIZALES,CALDAS,A,OFICIAL,MAÑANA,81,58,58,53,55,59,9,9,11,9,13,20214
124164,INSTITUCION EDUCATIVA LAS FLORES,20013,AGUSTÍN CODAZZI,CESAR,A,OFICIAL,TARDE,36,47,42,41,43,43,8,8,9,6,9,20214
103911,COLEGIO    CABECERA DEL LLANO,68547,PIEDECUESTA,SANTANDER,A,OFICIAL,MAÑANA,65,56,55,48,51,50,8,9,11,9,10,20214
123513,COLEGIO VICTOR FELIX GOMEZ NOVA,68547,PIEDECUESTA,SANTANDER,A,OFICIAL,MAÑANA,133,55,53,48,50,51,9,10,11,9,11,20214
077826,COLEGIO VICTOR FELIX GOMEZ NOVA,68547,PIEDECUESTA,SANTANDER,A,OFICIAL,NOCTURNA,38,47,42,41,43,42,9,8,10,8,9,20214
144600,INSTITUCION EDUCATIVA BERTHA GEDEON DE BALADI,13001,CARTAGENA DE INDIAS,BOLIVAR,A,OFICIAL,TARDE,129,55,53,48,49,50,9,10,10,8,10,20214
020891,INST DIST DE COMERCIO MANUELA BELTRAN,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,NOCTURNA,19,48,44,46,44,47,11,11,13,10,12,20214
022400,EXTERNADO NAL CAMILO TORRES,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,NOCTURNA,27,39,38,38,39,40,12,10,9,7,7,20214
023424,COL NAL NICOLAS ESGUERRA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,NOCTURNA,59,49,47,45,45,46,10,11,11,8,13,20214
041749,COL DIST GUILLERMO LEON VALENCIA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,33,48,47,44,45,47,13,11,13,9,10,20214
020917,COL DIST GUILLERMO LEON VALENCIA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,NOCTURNA,23,47,42,43,43,43,11,11,11,8,9,20214
023820,LICEO FEMENINO MERCEDES NARIÑO,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,241,57,53,52,51,55,8,8,10,8,11,20214
060889,COL GONZALO JIMENEZ NAVAS,68276,FLORIDABLANCA,SANTANDER,A,OFICIAL,MAÑANA,93,50,49,42,46,47,8,10,10,8,8,20214
095877,COLEGIO CARLOS ARTURO DUQUE RAMIREZ,05585,PUERTO NARE,ANTIOQUIA,A,OFICIAL,NOCTURNA,14,40,37,36,40,37,6,8,6,6,6,20214
002220,I. E. SAN FRANCISCO DE ASIS,05411,LIBORINA,ANTIOQUIA,A,OFICIAL,COMPLETA,43,50,45,43,44,41,9,10,11,8,8,20214
009951,ANTONIO BARAYA,41078,BARAYA,HUILA,A,OFICIAL,COMPLETA,27,51,50,44,48,47,11,13,12,12,11,20214
110239,INST EDUC REPUBLICA DE HONDURAS,05001,MEDELLÍN,ANTIOQUIA,A,OFICIAL,MAÑANA,28,50,47,44,44,43,11,11,11,8,11,20214
102749,DIEGO MONTAÑA CUELLAR,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,20,50,47,41,45,43,9,9,11,8,8,20214
009928,JESUS MARIA AGUIRRE CHARRY,41016,AIPE,HUILA,A,OFICIAL,MAÑANA,88,50,46,43,44,44,9,10,11,8,9,20214
081174,COL. DPTAL DE BTO MIXTO JULIO C. MIRANDA,23672,SAN ANTERO,CORDOBA,A,OFICIAL,NOCTURNA,13,41,36,36,35,40,9,12,7,7,8,20214
007278,ESCIPION JARAMILLO (sede principal),19142,CALOTO,CAUCA,A,OFICIAL,MAÑANA,64,47,45,41,43,40,8,9,9,7,9,20214
053769,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL INTEGRADO ,25580,PULÍ,CUNDINAMARCA,A,OFICIAL,MAÑANA,3,55,48,55,47,51,10,8,7,10,2,20214
167213,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL INTEGRADO ,25580,PULÍ,CUNDINAMARCA,A,OFICIAL,FIN DE SEMANA,3,42,39,37,39,41,10,8,12,7,13,20214
103085,SEDE CESAR NEGRET VELASCO,19001,POPAYÁN,CAUCA,A,OFICIAL,MAÑANA,60,53,50,47,48,49,8,9,10,9,11,20214
043554,SEDE 1 INSTITUCIÓN EDUCATIVA POLICARPA,52540,POLICARPA,NARIÑO,A,OFICIAL,MAÑANA,42,51,51,47,50,46,11,11,11,9,10,20214
034504,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LOURDES,52560,POTOSÍ,NARIÑO,A,OFICIAL,MAÑANA,70,54,55,48,51,,8,8,11,8,,20214
066803,COL DIST EDUC BAS Y MEDIA LOS ALPES,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,45,50,46,43,46,44,8,10,10,7,10,20214
002337,COLEGIO ANTONIO NARIÑO,05579,PUERTO BERRÍO,ANTIOQUIA,A,OFICIAL,MAÑANA,96,47,45,42,43,40,9,9,10,8,8,20214
109637,CENT EDUC DIST VILLA ELISA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,54,52,50,46,48,48,8,9,11,8,11,20214
143578,COL DIST JUAN LOZANO Y LOZANO,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,NOCTURNA,49,48,43,42,42,45,10,10,10,6,8,20214
045088,COL DIST EDUC BAS Y MEDIA GERARDO PAREDES MARTINEZ,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,NOCTURNA,64,46,43,41,42,41,8,10,9,8,8,20214
109009,ATANASIO GIRARDOT,41001,NEIVA,HUILA,A,OFICIAL,COMPLETA,172,54,52,48,50,51,9,9,11,9,11,20214
007591,IE  LOPERENA,20001,VALLEDUPAR,CESAR,A,OFICIAL,MAÑANA,92,65,64,62,62,64,9,11,8,9,10,20214
004622,I.E. MANUEL FRANCISCO OBREGON - SEDE PRINCIPAL,13549,PINILLOS,BOLIVAR,A,OFICIAL,MAÑANA,57,43,38,35,39,37,8,8,8,6,5,20214
004655,I.E.T. AGROPECUARIA DE SAN FERNANDO - SEDE PRINCIPAL,13650,SAN FERNANDO,BOLIVAR,A,OFICIAL,MAÑANA,28,46,43,39,44,42,9,9,10,8,8,20214
038190,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO PRIETO,70001,SINCELEJO,SUCRE,A,OFICIAL,MAÑANA,154,53,49,48,48,47,9,10,12,9,11,20214
014340,SEDE A: INSTITUCIÓN EDUCATIVA POLITÉCNICO,68001,BUCARAMANGA,SANTANDER,A,OFICIAL,MAÑANA,147,56,54,50,53,53,10,11,11,10,11,20214
014167,SEDE A:INSTITUCIÓN EDUCATIVA AURELIO MARTÍNEZ MUTIS,68001,BUCARAMANGA,SANTANDER,A,OFICIAL,MAÑANA,94,57,54,53,53,53,10,10,11,8,11,20214
013698,POPULAR DIOCESANO,66170,DOSQUEBRADAS,RISARALDA,A,OFICIAL,MAÑANA,98,59,57,55,55,61,8,9,10,9,12,20214
137828,CENT EDUC DIST JOSE ANTONIO GALAN,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,39,49,46,45,46,47,10,9,11,8,11,20214
057307,INSTITUCION EDUCATIVA ANGELA MARIA TORRES SUAREZ,20045,BECERRIL,CESAR,A,OFICIAL,NOCTURNA,10,,,,,37,,,,,6,20214
148353,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,20400,LA JAGUA DE IBIRICO,CESAR,A,OFICIAL,MAÑANA,95,49,44,43,44,44,10,11,11,9,10,20214
040642,INSTITUCION EDUCATIVA AGROPECUARIO ROSA JAIMES BARRERA,20517,PAILITAS,CESAR,A,OFICIAL,MAÑANA,70,47,40,42,43,40,9,10,11,9,9,20214
169045,TERRA INSTITUTO VILLA  - SEDE PRINCIPAL,76130,CANDELARIA,VALLE,A,NO OFICIAL,FIN DE SEMANA,16,44,41,37,40,38,7,10,6,4,7,20214
154831,I.E. SAN MIGUEL ARCANGEL,15469,MONIQUIRÁ,BOYACA,A,NO OFICIAL,COMPLETA,16,59,58,56,55,61,9,8,9,10,13,20214
134825,COL INTEGD NVA  COLOMBIA,54001,CÚCUTA,NORTE SANTANDER,A,NO OFICIAL,MAÑANA,7,52,54,45,47,48,8,8,9,9,9,20214
037416,COL PARROQUIAL  INTEGD SANTA CRUZ,25123,CACHIPAY,CUNDINAMARCA,A,NO OFICIAL,MAÑANA,17,52,53,49,49,52,9,9,12,9,9,20214
081380,LICEO ANDAKI,41551,PITALITO,HUILA,A,NO OFICIAL,COMPLETA,20,57,57,49,55,50,9,8,10,7,10,20214
144683,IE RAFAEL BERNAL JIMENEZ,15001,TUNJA,BOYACA,A,NO OFICIAL,COMPLETA,15,59,57,53,54,59,10,10,12,11,11,20214
148981,INSTITUCION EDUCATIVA LA IBERIA - SEDE PRINCIPAL,17614,RIOSUCIO,CALDAS,A,OFICIAL,FIN DE SEMANA,13,41,36,38,39,34,10,8,6,6,11,20214
107516,I.E.T. ECOLOGICA EMMA CECILIA ARNOLD IETEECA - SEDE PRINCIPAL,13244,EL CARMEN DE BOLÍVAR,BOLIVAR,A,OFICIAL,COMPLETA,45,44,42,38,40,40,8,8,11,6,7,20214
165670,C.EDUC.EVANGELICO LA ESPERANZA,23555,PLANETA RICA,CORDOBA,A,NO OFICIAL,MAÑANA,28,60,56,55,57,,8,11,11,8,,20214
054734,COLEGIO DIOCESANO JUAN PABLO II,23555,PLANETA RICA,CORDOBA,A,NO OFICIAL,MAÑANA,33,62,64,60,59,62,7,9,8,9,10,20214
130245,COL SAINT ANDREWS,66001,PEREIRA,RISARALDA,A,NO OFICIAL,COMPLETA,10,65,71,61,65,76,8,7,7,6,3,20214
096685,COL MILITAR CORONEL FRAY JOSE IGNACIO MARIÑO,15176,CHIQUINQUIRÁ,BOYACA,A,NO OFICIAL,COMPLETA,13,52,49,49,48,47,10,10,9,7,7,20214
068957,INS EDU LICEO 20 DE JULIO (ANTIGUO LICEO 20 DE JULIO),70001,SINCELEJO,SUCRE,A,NO OFICIAL,MAÑANA,33,57,55,53,55,56,10,11,12,9,11,20214
149450,CENTRO EDUCATIVO SANTA ROSA,76109,BUENAVENTURA,VALLE,A,NO OFICIAL,MAÑANA,23,43,38,36,39,41,7,9,9,6,7,20214
159822,SEDE 02 PEDAGÓGICO DEL CARIBE - SEDE CANTILITO,47001,SANTA MARTA,MAGDALENA,A,OFICIAL,NOCTURNA,23,45,40,36,39,38,6,8,7,7,7,20214
012252,INST SALESIANO SAN JUAN BOSCO,54001,CÚCUTA,NORTE SANTANDER,A,NO OFICIAL,MAÑANA,74,56,55,52,52,59,10,12,13,10,13,20214
098616,LICEO Y PREESCOLAR TOMMYS,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA,15,59,54,52,52,56,8,10,8,8,9,20214
050252,I.E. OSWALDO OCHOA BECERRA - SEDE PRINCIPAL,13212,CÓRDOBA,BOLIVAR,A,OFICIAL,MAÑANA,42,48,45,43,46,42,9,11,10,7,9,20214
072751,COL SAN JUAN DE LOS PASTOS,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA,33,57,55,53,53,56,8,7,10,6,11,20214
046748,COLEGIO BILINGÜE ROYAL - BILINGÜE NACIONAL - SEDE PRINCIPAL,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA,1,62,68,57,63,83,0,0,0,0,0,20214
030254,COL COOP OBRERO DEL VALLE,76111,GUADALAJARA DE BUGA,VALLE,O,NO OFICIAL,NOCTURNA,1,74,46,65,61,74,0,0,0,0,0,20214
135533,GIMN MADRE TRINIDAD DE CALCUTA - SEDE PRINCIPAL,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA,30,55,50,47,48,52,9,10,9,9,10,20214
127621,INSTITUTO DE FORMACIÓN SCOUT JOSÉ JULIÁN MARTÍ (ANTES INSTITUTO HUILENSE JOSÉ MARTÍ),41001,NEIVA,HUILA,A,NO OFICIAL,COMPLETA,22,69,71,64,69,70,6,8,9,10,13,20214
057737,GIMNASIO PALMA REAL,17380,LA DORADA,CALDAS,A,NO OFICIAL,MAÑANA,21,64,67,60,61,70,10,7,10,6,11,20214
009258,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,25754,SOACHA,CUNDINAMARCA,A,NO OFICIAL,COMPLETA,38,62,58,57,56,65,9,8,9,9,9,20214
106393,COLEGIO POLITECNICO SIGLO XXI,76001,CALI,VALLE,A,NO OFICIAL,MAÑANA,28,50,49,45,47,47,9,8,10,7,9,20214
005090,COLEGIO SALESIANO,15238,DUITAMA,BOYACA,A,NO OFICIAL,COMPLETA,120,61,61,58,58,60,7,9,9,8,10,20214
103275,INST. PENTECOSTAL #2 NUEVA JERUSALEN,44430,MAICAO,LA GUAJIRA,A,NO OFICIAL,MAÑANA,13,54,51,49,48,49,8,5,7,7,10,20214
067199,COLEGIO LAS AMERICAS,08001,BARRANQUILLA,ATLANTICO,A,NO OFICIAL,TARDE,9,53,44,45,45,50,12,11,13,7,9,20214
144998,COLEGIO DIOS ES AMOR LUCERO ALTO - SEDE PRINCIPAL,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA,49,58,52,51,52,52,8,9,9,8,10,20214
110460,LIC HOMBRE DEL RIO                                                                                  ,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA,10,58,55,54,53,55,6,6,8,7,7,20214
124156,INSTITUCION EDUCATIVA DISTRITAL JOSE CONSUEGRA HIGGINS - SEDE 2,08001,BARRANQUILLA,ATLANTICO,A,OFICIAL,MAÑANA,97,46,44,39,44,43,9,9,10,8,9,20214
071191,INSTITUCION EDUCATIVA DISTRITAL JOSE CONSUEGRA HIGGINS - SEDE 2,08001,BARRANQUILLA,ATLANTICO,A,OFICIAL,NOCTURNA,14,41,35,35,39,40,6,11,9,4,6,20214
142778,GIMN ARTISTICO SUBA                                                                                 ,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA,19,60,57,58,56,59,8,10,10,8,9,20214
029215,FRANCISCO JOSE DE CALDAS (sede principal),19392,LA SIERRA,CAUCA,A,OFICIAL,MAÑANA,48,51,49,46,47,,9,9,10,8,,20214
143701,GIMN JIREH                                                  ,25214,COTA,CUNDINAMARCA,A,NO OFICIAL,MAÑANA,28,,,,,63,,,,,10,20214
158279,INSTITUCION EDUCATIVA MARIA INMACULADA,08606,REPELÓN,ATLANTICO,A,OFICIAL,MAÑANA,53,44,39,38,41,38,9,11,8,7,6,20214
072223,INSTITUCION EDUCATIVA AQUILINO BEDOYA,66001,PEREIRA,RISARALDA,A,OFICIAL,FIN DE SEMANA,13,46,43,43,44,41,9,11,10,8,9,20214
012963,INEM JOSE CELESTINO MUTIS,63001,ARMENIA,QUINDIO,A,OFICIAL,TARDE,12,46,40,40,42,41,8,12,9,9,11,20214
040683,INSTITUCION EDUCATIVA DEPTAL IFRAY JOSE LEDO,25168,CHAGUANÍ,CUNDINAMARCA,A,OFICIAL,MAÑANA,21,52,47,45,48,43,9,9,11,9,12,20214
010942,INSTITUCION EDUCATIVA INSTITUTO NACIONAL FRANCISCO JOSE DE CALDAS,50001,VILLAVICENCIO,META,A,OFICIAL,MAÑANA,117,56,54,51,52,52,8,9,10,8,10,20214
081893,I.E. TOMAS VASQUEZ RODRIGUEZ - SEDE PRINCIPAL,15516,PAIPA,BOYACA,A,OFICIAL,MAÑANA,79,55,54,49,52,51,9,10,10,8,9,20214
040915,INST EDUC DPTAL SAN JOSE DE PUEBLO VIEJO,47570,PUEBLOVIEJO,MAGDALENA,A,OFICIAL,MAÑANA,46,41,38,35,39,37,8,9,7,7,6,20214
010702,IE TECNICA DE COMERCIO VIRGINIA GOMEZ,47189,CIÉNAGA,MAGDALENA,A,OFICIAL,MAÑANA,131,56,53,50,50,48,10,10,11,9,12,20214
102947,AGROECOLOGICO,18150,CARTAGENA DEL CHAIRÁ,CAQUETA,A,OFICIAL,MAÑANA,40,46,44,41,43,42,7,9,9,6,8,20214
146670,SEDE JOHN F KENNEDY,19001,POPAYÁN,CAUCA,A,OFICIAL,TARDE,39,56,51,48,50,46,9,11,11,11,13,20214
089714,SEDE LOS COMUNEROS,19001,POPAYÁN,CAUCA,A,OFICIAL,TARDE,34,50,46,43,44,45,11,11,11,9,9,20214
084616,SEDE LOS COMUNEROS,19001,POPAYÁN,CAUCA,A,OFICIAL,NOCTURNA,9,41,38,38,39,38,7,8,10,6,8,20214
059980,SEDE PRINCIPAL,25754,SOACHA,CUNDINAMARCA,A,OFICIAL,MAÑANA,229,54,51,49,49,50,9,10,11,8,10,20214
053660,SEDE PRINCIPAL,25754,SOACHA,CUNDINAMARCA,A,OFICIAL,NOCTURNA,32,,,,,41,,,,,7,20214
039800,COL NAL NIDYA QUINTERO DE TURBAY,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,81,58,54,52,52,53,8,11,9,7,9,20214
104893,INSTITUCION EDUCATIVA CIUDADELA CUBA,66001,PEREIRA,RISARALDA,A,OFICIAL,TARDE,72,53,52,48,50,50,10,9,11,8,11,20214
009589,I.E.M. LICEO INTEGRADO - SEDE PRINCIPAL,25899,ZIPAQUIRÁ,CUNDINAMARCA,A,OFICIAL,MAÑANA,125,55,53,49,51,50,9,9,10,8,10,20214
053900,COL DIST EDUC BAS Y MEDIA RODRIGO LARA BONILLA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,NOCTURNA,139,47,42,42,43,42,9,10,10,7,9,20214
081588,INSTITUCION EDUCATIVA ANDRES BELLO,20710,SAN ALBERTO,CESAR,A,OFICIAL,MAÑANA,52,53,52,46,49,47,10,10,11,8,9,20214
010819,INST EDUC DPTAL LICEO PIVIJAY,47551,PIVIJAY,MAGDALENA,A,OFICIAL,TARDE,30,48,44,42,42,40,8,7,10,6,6,20214
128371,COLEGIO AVELINA MORENO,68755,SOCORRO,SANTANDER,A,OFICIAL,NOCTURNA,9,48,42,43,44,41,7,7,10,7,7,20214
015206,COLEGIO UNIVERSITARIO,68755,SOCORRO,SANTANDER,A,OFICIAL,NOCTURNA,15,47,45,41,42,38,10,11,10,8,13,20214
005421,IE NORMAL SUPERIOR - SEDE PRINCIPAL,15632,SABOYÁ,BOYACA,A,OFICIAL,MAÑANA,70,49,48,43,45,45,10,10,11,8,9,20214
128314,INSTITUCION EDUCATIVA DEPARTAMENTAL ANTONIO RICAURTE,25612,RICAURTE,CUNDINAMARCA,A,OFICIAL,NOCTURNA,11,45,44,39,42,45,5,6,8,5,6,20214
047019,I.E. EL TRES - SEDE PRINCIPAL,05837,TURBO,ANTIOQUIA,A,OFICIAL,MAÑANA,69,43,39,35,39,38,8,9,9,6,7,20214
119388,SEDE # 1 GENERAL SANTANDER,52835,SAN ANDRÉS DE TUMACO,NARIÑO,A,OFICIAL,MAÑANA,47,42,39,35,40,39,9,10,9,7,7,20214
079863,GIMNASIO NICOLAS DE FEDERMAN,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA,6,68,72,69,66,78,10,7,6,4,12,20214
009530,COL DE LA PRESENTACION ZIPAQUIRA,25899,ZIPAQUIRÁ,CUNDINAMARCA,A,NO OFICIAL,MAÑANA,47,63,59,56,57,63,7,9,10,7,10,20214
112953,COL LUIS MARIANO                                                                                    ,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA,20,54,51,50,50,53,8,8,12,8,11,20214
113688,COLEGIO SAN FRANCISCO DE ASIS,68255,EL PLAYÓN,SANTANDER,A,OFICIAL,MAÑANA,24,52,51,45,49,45,8,8,10,8,7,20214
090043,I. E. ESCUELA NORMAL SUPERIOR DEL NORDESTE,05890,YOLOMBÓ,ANTIOQUIA,A,OFICIAL,COMPLETA,61,50,46,44,44,43,7,9,8,8,9,20214
148783,MONTESITOS,41013,AGRADO,HUILA,A,OFICIAL,COMPLETA,11,48,46,41,44,45,9,11,14,6,9,20214
028274,COLEGIO ALEMAN                                              ,05360,ITAGÜÍ,ANTIOQUIA,A,NO OFICIAL,COMPLETA,69,67,69,64,64,82,6,9,8,8,9,20214
000422,COL NUESTRA SENORA DE LA PROVIDENCIA,05001,MEDELLÍN,ANTIOQUIA,A,NO OFICIAL,COMPLETA,11,48,54,50,52,65,11,7,12,7,14,20214
163246,I.E. SAN JOSE DE NAZARETH - SEDE PRINCIPAL,15507,OTANCHE,BOYACA,A,OFICIAL,COMPLETA,5,43,44,39,45,43,3,7,6,5,8,20214
153098,COLEGIO CRISTIANO VISIÓN AGAPE,50226,CUMARAL,META,A,NO OFICIAL,MAÑANA,9,,,,,50,,,,,14,20214
162685,INSTITUCION EDUCATIVA RAFAEL NU¥EZ,70001,SINCELEJO,SUCRE,A,OFICIAL,FIN DE SEMANA,27,44,39,37,38,40,7,10,8,8,5,20214
044032,I.E. LEON XIII - SEDE PRINCIPAL,13654,SAN JACINTO,BOLIVAR,A,OFICIAL,MAÑANA,36,48,41,43,44,40,9,9,8,7,7,20214
164715,I.E. SOCHAQUIRA ABAJO - SEDE PRINCIPAL,15325,GUAYATÁ,BOYACA,A,OFICIAL,COMPLETA,7,49,50,48,46,40,10,9,10,11,7,20214
166272,I.E. NUEVA GRANADA - SEDE PRINCIPAL,05837,TURBO,ANTIOQUIA,A,OFICIAL,MAÑANA,15,42,39,37,39,37,8,7,8,7,5,20214
058255,I.E.T. AGROINDUSTRIAL DE GUAYMARAL - SEDE PRINCIPAL,13212,CÓRDOBA,BOLIVAR,A,OFICIAL,MAÑANA,21,53,46,44,47,47,8,11,12,8,8,20214
006536,INSTITUCION EDUCATIVA EFREN CARDONA CHICA - SEDE PRINCIPAL,17446,MARULANDA,CALDAS,A,OFICIAL,COMPLETA,18,46,43,42,45,44,8,6,9,6,10,20214
008904,INSTITUCION EDUCATIVA DEPARTAMENTAL SERREZUELA,25430,MADRID,CUNDINAMARCA,A,OFICIAL,MAÑANA,110,53,53,47,48,50,9,8,9,8,10,20214
